lat,long,elevation,slope,aspect,curvature,twi
25.83513495639822,-80.2113678428405,9,4,228,2,7.261413878822431
27.34846232078764,-99.5005054008308,120,1,48,-3,8.607715418818213
27.3491948313165,-99.21425083096936,135,0,0,4,11.522875795823397
27.349340608163203,-98.92798976153784,275,2,294,5,7.941743691836643
27.348899634691584,-98.6417308766555,175,3,21,8,7.545104852168523
27.34787196122504,-98.35548286004357,94,3,159,4,7.545104852168523
27.34625770503141,-98.06925439344312,42,3,48,-6,7.545104852168523
27.344057050287915,-97.78305415503428,11,1,228,-12,8.607715418818213
27.341270248025896,-97.4968908178566,0,0,0,0,11.522875795823397
26.286531874333413,-81.78773517354954,9,3,312,3,7.545104852168523
26.252784442539625,-81.5171279660387,12,2,0,12,7.941743691836643
26.218568357511938,-81.24700320466118,6,5,193,1,7.040188830991998
26.183887083611275,-80.97736689598466,6,1,0,0,8.607715418818213
26.14874411904452,-80.7082249734247,6,0,0,1,11.522875795823397
26.11314299501008,-80.43958329681125,4,2,209,3,7.941743691836643
26.077087274841077,-80.17144765198064,5,3,340,-5,7.545104852168523
27.604063671530284,-99.50166185314924,145,1,228,-5,8.607715418818213
27.604804172670523,-99.21474589296176,206,1,228,-6,8.607715418818213
27.60495153974051,-98.92782336858723,219,1,270,-9,8.607715418818213
27.604505755872424,-98.64090305048045,205,3,48,1,7.545104852168523
27.603466872090465,-98.3539937086904,115,2,246,7,7.941743691836643
27.601835007295502,-98.06710411124809,49,2,209,-4,7.941743691836643
27.59961034822933,-97.78024302255471,22,2,246,3,7.941743691836643
27.59679314941844,-97.49341920177216,13,0,0,1,11.522875795823397
26.56428887465643,-82.0219221857455,5,2,90,-1,7.941743691836643
26.53065713182232,-81.75032058171554,12,1,228,5,8.607715418818213
26.49654845699054,-81.47919960558549,12,4,344,4,7.261413878822431
26.461966324810124,-81.20856537614912,11,4,151,2,7.261413878822431
26.426914244997658,-80.93842393830583,8,1,48,-4,8.607715418818213
26.391395761471767,-80.66878126259988,6,2,270,-4,7.941743691836643
26.35541445148493,-80.39964324478598,5,2,246,-1,7.941743691836643
26.31897392475284,-80.13101570542119,10,3,253,-11,7.545104852168523
27.85830759032372,-99.79040427221835,186,1,229,1,8.607715418818213
27.85965559583793,-99.5028336393724,212,2,270,2,7.941743691836643
27.860404123812504,-99.21524751934248,148,2,270,1,7.941743691836643
27.860553088314976,-98.92765476930134,142,2,180,-1,7.941743691836643
27.860102472243145,-98.64006424765218,171,2,180,-2,7.941743691836643
27.8590523273302,-98.35248481238452,120,1,229,0,8.607715418818213
27.857402774129163,-98.06492531943076,64,1,180,9,8.607715418818213
27.855154001976388,-97.77739462102316,31,0,0,-10,11.522875795823397
26.84221826751823,-82.2571557305607,3,2,0,-4,7.941743691836643
26.80871400637913,-81.98455117570857,7,0,0,1,11.522875795823397
26.774724468033373,-81.7124253497464,11,1,180,-5,8.607715418818213
26.740253136237477,-81.44078448612221,9,2,294,6,7.941743691836643
26.70530353106256,-81.16963474365072,15,2,294,-6,7.941743691836643
26.66987920801799,-80.89898220602399,8,4,301,0,7.261413878822431
26.63398375717188,-80.62883288134934,6,0,0,-5,11.522875795823397
26.59762080226881,-80.35919270171426,7,0,0,1,11.522875795823397
26.56079399984526,-80.09006752277838,9,3,143,0,7.545104852168523
28.11387550886344,-99.79227040677064,199,0,0,5,11.522875795823397
28.115238035687742,-99.50402091325851,203,1,131,2,8.607715418818213
28.11599462729089,-99.21575577593946,124,1,131,-7,8.607715418818213
28.116145196548757,-98.92748394155456,91,1,180,-2,8.607715418818213
28.11568972612197,-98.63921435809948,95,3,0,-6,7.545104852168523
28.114628268461143,-98.3509559731481,148,4,270,2,7.261413878822431
28.11296094579093,-98.06271773217702,81,1,49,1,8.607715418818213
28.110687950072947,-97.77450857689068,44,1,0,4,8.607715418818213
28.107809542947432,-97.48633744354854,24,2,66,-8,7.941743691836643
27.086940405475623,-82.21984080205846,8,0,0,11,11.522875795823397
27.053081846327917,-81.94670142442816,14,5,180,-6,7.040188830991998
27.018733090566045,-81.67404514299962,17,1,270,3,8.607715418818213
26.98389766742737,-81.401878232985,19,1,180,5,8.607715418818213
26.94857914284954,-81.13020689370931,9,1,48,2,8.607715418818213
26.91278111857994,-80.85903724811936,3,0,0,0,11.522875795823397
26.876507231281884,-80.5883753423205,10,1,0,-10,8.607715418818213
26.83976115163813,-80.31822714514112,9,2,209,7,7.941743691836643
28.36744443917853,-100.08307358961947,224,1,270,7,8.607715418818213
28.369433818378845,-99.79416112970868,190,2,90,-2,7.941743691836643
28.370810933808567,-99.50522383143996,141,3,229,-8,7.545104852168523
28.37157562641414,-99.2162707298113,122,1,49,6,8.607715418818213
28.371727807865668,-98.92731086280774,123,1,270,-5,8.607715418818213
28.37126746058376,-98.63835326969348,117,1,90,3,8.607715418818213
28.37019463774498,-98.34940698930264,55,2,330,-4,7.941743691836643
28.36850946326558,-98.06048105833096,54,1,49,5,8.607715418818213
28.366212131763717,-97.77158450962804,67,2,90,6,7.941743691836643
28.363302908500057,-97.48272637049163,35,0,0,-5,11.522875795823397
28.359782129296995,-97.19391566096498,22,3,37,0,7.545104852168523
28.355650200436266,-96.9051613921372,7,2,246,1,7.941743691836643
27.36532152046945,-82.45621081128722,14,2,270,-9,7.941743691836643
27.33160590013144,-82.18204911546367,17,1,0,-5,8.607715418818213
27.297391613542697,-81.90836856438379,22,1,48,-2,8.607715418818213
27.26268219788456,-81.63517555219032,30,1,270,2,8.607715418818213
27.22748122832689,-81.36247639637843,27,0,0,0,11.522875795823397
27.191792317126627,-81.09027733727451,18,14,26,1,6.000299329861114
27.15561911272255,-80.81858453754336,3,0,0,0,11.522875795823397
27.118965298827128,-80.54740408172394,15,2,294,5,7.941743691836643
27.081834593515484,-80.27674197579343,14,2,209,-9,7.941743691836643
28.620342810712582,-100.37526056392272,244,4,120,-4,7.261413878822431
28.622971909337185,-100.08568573630306,214,1,270,2,8.607715418818213
28.624982461295268,-99.79607669178702,166,2,270,-2,7.941743691836643
28.62637423368484,-99.5064425534793,194,2,66,2,7.941743691836643
28.62714706525504,-99.21679244927115,156,2,114,-7,7.941743691836643
28.627300866455563,-98.92713551010004,134,2,0,-5,7.941743691836643
28.626835619464188,-98.63748086820752,107,2,0,0,7.941743691836643
28.625751378192145,-98.34783765539694,92,1,49,3,8.607715418818213
28.624048268267654,-98.0582150012908,93,2,270,0,7.941743691836643
28.6217264869974,-97.76862203158962,113,1,311,1,8.607715418818213
28.618786303306056,-97.4790678663326,74,1,270,1,8.607715418818213
28.61522805765396,-97.18956161816122,35,1,90,2,8.607715418818213
28.611052161932808,-96.90011239058644,2,2,210,3,7.941743691836643
27.610281788423837,-82.41849001017339,14,2,66,-1,7.941743691836643
27.57621398214001,-82.1437762714415,40,3,90,-3,7.545104852168523
27.54164251798218,-81.86954815267768,36,0,0,9,11.522875795823397
27.506570979122035,-81.59581209213714,27,7,334,3,6.70452216925573
27.47100298712221,-81.32257445011948,16,2,151,1,7.941743691836643
27.434942201019947,-81.04984150844517,18,1,228,7,8.607715418818213
27.398392316407275,-80.77761946996122,23,1,132,7,8.607715418818213
27.36135706450799,-80.5059144580761,15,3,48,-6,7.545104852168523
28.875832640708214,-100.3786122818303,269,1,180,0,8.607715418818213
28.87848955579309,-100.08833210097058,199,5,319,3,7.040188830991998
28.880521380782,-99.79801734845488,210,5,0,-4,7.040188830991998
28.881927879560905,-99.5076772419268,197,2,90,7,7.941743691836643
28.88270888865496,-99.21732100391144,162,1,131,3,8.607715418818213
28.8828643172787,-98.9269578600406,149,1,90,-3,8.607715418818213
28.88239414736401,-98.63659703727622,154,3,143,-6,7.545104852168523
28.881298433565792,-98.3462477621331,90,1,229,-5,8.607715418818213
28.879577303245004,-98.05591925890202,128,2,66,-8,7.941743691836643
28.87723095642957,-97.76562074787394,76,8,306,-7,6.570477324756705
28.87425966575265,-97.47536144356604,93,3,90,-12,7.545104852168523
28.87066377636885,-97.185150552951,61,2,330,1,7.941743691836643
28.86644370584798,-96.89499727368978,30,3,74,0,7.545104852168523
28.861599944046667,-96.60491079236938,16,0,0,-1,11.522875795823397
28.856133052957876,-96.31490028274604,11,1,270,-2,8.607715418818213
28.85004366653829,-96.02497490399494,9,6,214,12,6.858642093395692
28.843332490513863,-95.7351437989672,13,3,159,9,7.545104852168523
27.88909451901984,-82.65604600028244,4,3,270,-5,7.545104852168523
27.855185322666685,-82.38029009194517,8,1,49,5,8.607715418818213
27.8207638731335,-82.10501779455,32,2,29,-8,7.941743691836643
27.785833760328178,-81.83023566975487,50,3,254,-5,7.545104852168523
27.75039861388043,-81.55595020048042,29,0,0,0,11.522875795823397
27.714462102214377,-81.28216779035414,39,1,132,-4,8.607715418818213
27.678027931617223,-81.00889476318488,21,1,132,5,8.607715418818213
27.64109984530449,-80.73613736246702,14,7,106,-11,6.70452216925573
27.603681622482103,-80.4639017509146,14,4,29,-9,7.261413878822431
29.069827340735237,-103.2879920144472,709,3,159,5,7.545104852168523
29.12799623963814,-100.67295828893327,260,0,0,-2,11.522875795823397
29.1313124562046,-100.38200778378736,300,2,114,-2,7.941743691836643
29.133997320887303,-100.09101303840318,299,2,150,3,7.941743691836643
29.136050520755816,-99.7999833599488,283,0,0,1,11.522875795823397
29.13747181644482,-99.50892806237934,235,3,90,3,7.545104852168523
29.1382610422281,-99.21785646462888,224,2,0,4,7.941743691836643
29.138418106069867,-98.92677788880025,198,3,49,1,7.545104852168523
29.137942989653137,-98.63570165835291,211,1,90,-10,8.607715418818213
29.136835748385604,-98.34463709629048,180,3,21,2,7.545104852168523
29.135096511382223,-98.05359352334794,139,2,30,-2,7.941743691836643
29.13272548142549,-97.76258025618054,113,1,270,-3,8.607715418818213
29.12972293490261,-97.47160660555456,87,1,90,11,8.607715418818213
29.126089221719926,-97.18068187454108,77,1,180,9,8.607715418818213
29.121824765194983,-96.88981535671364,50,1,90,-6,8.607715418818213
29.116930061925483,-96.59901633435092,30,1,90,-1,8.607715418818213
29.111405681636157,-96.30829407664498,28,3,131,3,7.545104852168523
29.10525226700287,-96.01765783791627,27,3,323,4,7.545104852168523
29.09847053345456,-95.7271168558362,14,0,0,5,11.522875795823397
29.091061268952863,-95.43668034965818,20,1,131,2,8.607715418818213
28.1342906088361,-82.61793216329346,17,1,131,-1,8.607715418818213
28.100031356684024,-82.34160654974882,19,1,0,-2,8.607715418818213
28.065254785526356,-82.06576913193473,38,1,0,5,8.607715418818213
28.029964531785584,-81.79042651809505,39,3,229,-10,7.545104852168523
27.9941642720258,-81.5155852363715,38,1,49,-9,8.607715418818213
27.957857722010072,-81.24125173424521,13,0,0,0,11.522875795823397
27.921048635753927,-80.967432378009,21,2,270,2,7.941743691836643
27.883740804575385,-80.69413345227046,8,4,331,-3,7.261413878822431
29.30463135426678,-103.87990639045638,779,5,193,-20,7.040188830991998
29.31495763118379,-103.58934117952934,811,1,90,11,8.607715418818213
29.32465432103505,-103.29862878442222,1246,5,303,-9,7.040188830991998
29.33372029778512,-103.0077784141075,951,3,180,3,7.545104852168523
29.379442828634904,-100.96874124651303,294,3,159,16,7.545104852168523
29.383431294591396,-100.67712143836916,329,1,180,7,8.607715418818213
29.386782198179308,-100.38544752741473,394,3,180,1,7.545104852168523
29.389495147688105,-100.0937289100372,372,3,159,1,7.545104852168523
29.391569825884797,-99.80197499138778,387,6,131,5,6.858642093395692
29.393005990112396,-99.51019518354104,319,2,180,-1,7.941743691836643
29.393803472365565,-99.2183989036506,300,2,270,5,7.941743691836643
29.393962179342623,-98.92659557210249,246,6,215,2,6.858642093395692
29.393482092474724,-98.63479461066667,234,2,150,8,7.941743691836643
29.39236326793157,-98.34300544064796,197,3,311,-1,7.545104852168523
29.39060583660391,-98.05123748103708,178,2,330,-4,7.941743691836643
29.38821000406291,-97.75950014666309,113,3,0,1,7.545104852168523
29.3851760504962,-97.46780284634757,87,4,240,1,7.261413878822431
29.381504330620807,-97.17615498106244,109,6,339,-9,6.858642093395692
29.37719527357293,-96.88456594209153,62,3,0,-2,7.545104852168523
29.372249382774747,-96.59304510919686,56,2,90,11,7.941743691836643
29.36666723577821,-96.3016018487916,43,2,150,2,7.941743691836643
29.360449484085944,-96.01024551211904,27,2,180,-3,7.941743691836643
29.3535968529495,-95.71898543344,20,1,229,5,8.607715418818213
29.34611014114484,-95.42783092822852,15,1,311,0,8.607715418818213
29.337990220725448,-95.13679129137752,10,3,0,2,7.545104852168523
29.141019884000396,-90.79121809894608,0,3,90,0,7.545104852168523
29.04459548200621,-89.35417880122407,0,0,0,0,11.522875795823397
28.379429907935894,-82.57933680518107,24,1,311,-6,8.607715418818213
28.344819114808715,-82.30243479856891,38,3,143,6,7.545104852168523
28.30968592231573,-82.0260256519938,37,2,246,12,7.941743691836643
28.27403401387796,-81.75011602087481,45,5,80,-2,7.040188830991998
28.237867113479208,-81.47471247913317,32,2,30,-8,7.941743691836643
28.20118898470789,-81.19982151863117,24,0,0,7,11.522875795823397
28.164003429795045,-80.92544954864265,18,5,123,-3,7.040188830991998
28.12631428864893,-80.65160289535488,9,4,16,5,7.261413878822431
29.54816864927367,-104.18325309064208,887,2,30,-5,7.941743691836643
29.55923707637977,-103.89212482643126,1311,13,270,-10,6.076901183003046
29.569670610946925,-103.60083854898272,966,2,210,2,7.941743691836643
29.579468038672378,-103.30940353406652,937,10,229,2,6.345071884011764
29.58862821812049,-103.0178290865319,892,7,323,-11,6.70452216925573
29.630152425986346,-101.26597860185468,331,0,0,0,11.522875795823397
29.634826096527902,-100.97369072843208,408,1,90,-5,8.607715418818213
29.638856048123166,-100.6813386923824,512,2,180,10,7.941743691836643
29.64224180830808,-100.38893197892595,521,5,67,4,7.040188830991998
29.644982979994,-100.09648008409702,649,5,57,-6,7.040188830991998
29.647079241591527,-99.80399251287068,602,13,134,-1,6.076901183003046
29.648530347111027,-99.51147877728523,468,0,0,-7,11.522875795823397
29.649336126239422,-99.21894839456073,552,15,65,-1,5.928550143214419
29.649496484393428,-98.92641088521492,404,3,131,0,7.545104852168523
29.649011402749085,-98.6338757711776,357,6,118,-7,6.858642093395692
29.647880938247688,-98.34135257390388,284,6,118,0,6.858642093395692
29.64610522357796,-98.04885081248813,177,4,37,-3,7.261413878822431
29.6436844671346,-97.75638000177868,135,5,123,5,7.040188830991998
29.64061895295315,-97.46394965049528,160,1,131,-8,8.607715418818213
29.636909040621287,-97.17156925934924,115,1,90,-5,8.607715418818213
29.63255516516663,-96.87924831916804,89,4,49,-1,7.261413878822431
29.627557836920847,-96.58699630902494,81,0,0,-5,11.522875795823397
29.62191764136068,-96.29482269437484,53,2,0,0,7.941743691836643
29.61563523892548,-96.00273692519691,38,2,270,8,7.941743691836643
29.608711364811597,-95.71074843414569,25,3,311,5,7.545104852168523
29.601146828743698,-95.41886663471055,20,3,229,9,7.545104852168523
29.592942514723344,-95.12710091938575,10,3,90,5,7.545104852168523
29.41157449037549,-91.05976422128512,1,2,0,1,7.941743691836643
29.393929066590808,-90.770847139494,5,5,294,-4,7.040188830991998
29.375667819453792,-90.48219212509674,1,2,114,-2,7.941743691836643
29.356792835961983,-90.19380794751812,-2,2,180,3,7.941743691836643
29.31721033764204,-89.61788692275798,0,0,0,0,11.522875795823397
29.296507324603336,-89.33036735224775,2,1,49,-5,8.607715418818213
28.62451165275757,-82.54025530997488,19,0,0,-2,11.522875795823397
28.589547812021017,-82.26277017386687,37,5,280,-2,7.040188830991998
28.554056476877072,-81.9857826430129,36,4,120,-10,7.261413878822431
28.51804137823841,-81.70929942059988,72,0,0,3,11.522875795823397
28.48150628800289,-81.43332712688957,31,6,289,6,6.858642093395692
28.4444550180797,-81.15787229865496,30,4,180,-5,7.261413878822431
28.406891419411696,-80.88294138864906,6,2,30,-9,7.941743691836643
29.79082279928236,-104.48804610145665,986,15,295,-28,5.928550143214419
29.80264566621852,-104.19635820814506,1229,5,260,-5,7.040188830991998
29.81382841047599,-103.90450128078412,1310,5,303,9,7.040188830991998
29.82436972770328,-103.6124846607506,1137,2,293,2,7.941743691836643
29.83426838702005,-103.3203177208804,978,2,30,2,7.941743691836643
29.84352323139835,-103.028009863674,950,1,131,-3,8.607715418818213
29.852133178021663,-102.73557051948715,901,4,131,9,7.261413878822431
29.86009721862128,-102.44300914470676,652,1,90,-2,8.607715418818213
29.8674144197902,-102.15033521991352,535,9,30,-14,6.451747248958747
29.874083923273904,-101.85755824803196,510,4,90,0,7.261413878822431
29.880104946238244,-101.56468775246871,488,6,0,-3,6.858642093395692
29.88547678151386,-101.27173327524052,534,2,180,-8,7.941743691836643
29.89019879781745,-100.97870437509192,504,10,205,13,6.345071884011764
29.89427043994929,-100.68561062560484,651,8,136,5,6.570477324756705
29.897691228967165,-100.39246161329996,617,11,53,24,6.248120224858334
29.90046076233655,-100.09926693573156,684,11,90,-2,6.248120224858334
29.902578714056776,-99.80603619957644,700,6,90,-9,6.858642093395692
29.90404483476347,-99.51277901871816,700,3,229,7,7.545104852168523
29.904858951806773,-99.21950501232745,637,10,62,3,6.345071884011764
29.9050209693056,-98.9262238029398,518,13,286,4,6.076901183003046
29.90453086817764,-98.6329450145314,386,4,196,6,7.261413878822431
29.903388706145584,-98.3396782705942,293,3,74,0,7.545104852168523
29.90159461771873,-98.04643319221124,299,4,330,-1,7.261413878822431
29.89914881415095,-97.75321939613342,180,2,0,4,7.941743691836643
29.89605158337421,-97.4600464928582,180,3,254,-6,7.545104852168523
29.892303289908256,-97.166924084712,123,1,49,-3,8.607715418818213
29.8879043747462,-96.87386176393652,131,9,53,5,6.451747248958747
29.88285535521627,-96.58086911078055,105,4,150,-9,7.261413878822431
29.87715682481968,-96.28795569159816,72,1,131,-6,8.607715418818213
29.8708094530448,-95.9951310569537,50,8,110,5,6.570477324756705
29.863813985157577,-95.70240473973573,44,2,30,-2,7.941743691836643
29.85617124196886,-95.40978625327948,24,1,0,2,8.607715418818213
29.84788211957783,-95.11728508950016,19,4,344,6,7.261413878822431
29.83894758909285,-94.82491071703689,14,3,180,-6,7.545104852168523
29.82936869632885,-94.53267257940884,9,2,0,1,7.941743691836643
29.81914656148216,-94.24058009318476,4,3,159,-3,7.545104852168523
29.80828237878274,-93.94864264616588,6,2,150,1,7.941743691836643
29.7967774161239,-93.65686959558396,3,0,0,-4,11.522875795823397
29.77185058844192,-93.07385394911046,4,0,0,-1,11.522875795823397
29.75843162388176,-92.78262989884308,2,1,270,-3,8.607715418818213
29.744377679394844,-92.491607332775,0,0,0,0,11.522875795823397
29.729690384871724,-92.2007954288421,0,0,0,0,11.522875795823397
29.69842261968893,-91.61984011234662,3,2,0,1,7.941743691836643
29.68184576164092,-91.3297148438764,8,1,229,-1,8.607715418818213
29.664642777680392,-91.03983652244314,4,2,293,-1,7.941743691836643
29.646815647230216,-90.75021410435606,14,3,201,0,7.545104852168523
29.628366417902136,-90.4608564967554,1,1,180,11,8.607715418818213
29.609297204879592,-90.1717725560532,0,0,0,0,11.522875795823397
29.589610190281945,-89.88297108639873,0,1,229,4,8.607715418818213
28.86953507045702,-82.50068298141314,38,13,282,-31,6.076901183003046
28.834216653744694,-82.22260793018836,20,5,180,15,7.040188830991998
28.798365632755395,-81.94503531176927,24,3,49,-4,7.545104852168523
28.76198578639581,-81.66797187770656,31,4,78,-7,7.261413878822431
28.725080934981552,-81.39142429516602,20,3,254,-9,7.545104852168523
28.68765493924727,-81.11539914636263,10,6,109,-5,6.858642093395692
28.649711699352984,-80.83990292802767,15,4,0,1,7.261413878822431
30.045163310687908,-104.50205645425214,1400,6,210,-6,6.858642093395692
30.057107607817937,-104.20963236523738,1592,2,270,5,7.941743691836643
30.06840523398793,-103.91703743305312,1424,2,67,-4,7.941743691836643
30.079054867070283,-103.6242810972998,1435,8,126,-1,6.570477324756705
30.08905525939874,-103.33137282967338,1163,1,0,1,8.607715418818213
30.09840523815687,-103.03832213213548,1156,3,90,-3,7.545104852168523
30.107103705743697,-102.74513853506784,1113,5,123,-18,7.040188830991998
30.115149640116567,-102.451831595412,925,7,171,-9,6.70452216925573
30.122542095110703,-102.1584108947951,709,4,131,7,7.261413878822431
30.12928020073561,-101.86488603764263,620,4,180,0,7.261413878822431
30.13536316344794,-101.57126664927952,492,4,229,-7,7.261413878822431
30.140790266400515,-101.27756237401988,611,5,0,-2,7.040188830991998
30.145560869667744,-100.98378287324697,597,6,98,5,6.858642093395692
30.149674410446885,-100.6899378234842,629,11,0,4,6.248120224858334
30.153130403235217,-100.39603691445808,682,3,74,6,7.545104852168523
30.155928439983125,-100.10208984715403,668,3,0,-12,7.545104852168523
30.158068190222576,-99.80810633186658,662,6,11,2,6.858642093395692
30.159549401171518,-99.51409608624436,696,1,49,-1,8.607715418818213
30.160371897813565,-99.2200688333312,634,3,131,-8,7.545104852168523
30.160535582953248,-98.92603429960472,552,6,229,13,6.858642093395692
30.16004043724675,-98.63200221301253,516,5,41,1,7.040188830991998
30.15888651920797,-98.33798230100813,431,4,38,0,7.261413878822431
30.157073965190072,-98.04398428858698,310,3,254,1,7.545104852168523
30.154602989342408,-97.75001789632356,176,0,0,0,11.522875795823397
30.151473883542938,-97.4560928384112,141,6,21,-8,6.858642093395692
30.147687017306176,-97.16221882070504,162,4,142,-3,7.261413878822431
30.14324283766662,-96.86840553876944,143,3,90,6,7.545104852168523
30.13814186903789,-96.57466267593084,138,5,303,-6,7.040188830991998
30.1323847130475,-96.28099990133728,96,1,49,-5,8.607715418818213
30.12597204834754,-95.9874268680249,90,3,21,2,7.545104852168523
30.11890463040134,-95.69395321099364,56,3,21,5,7.545104852168523
30.111183291246014,-95.4005885452918,41,3,311,-11,7.545104852168523
30.10280893923152,-95.10734246411155,36,1,131,1,8.607715418818213
30.093782558735903,-94.81422453689558,9,0,0,0,11.522875795823397
30.08410520985723,-94.5212443074564,29,2,90,-3,7.941743691836643
30.07377802808222,-94.228411292109,8,2,67,7,7.941743691836643
30.06280222393202,-93.9357349778178,9,3,286,-3,7.545104852168523
30.05117908258489,-93.643224820359,4,2,67,2,7.941743691836643
30.0389099634767,-93.35089024249888,1,0,0,0,11.522875795823397
30.0259962998788,-93.05874063218955,4,3,49,0,7.545104852168523
30.01243959845403,-92.76678534078236,2,0,0,0,11.522875795823397
29.99824143879095,-92.47503368126026,2,1,0,1,8.607715418818213
29.98340347291642,-92.18349492648998,5,1,311,-1,8.607715418818213
29.96792742478734,-91.89217830749452,2,1,90,1,8.607715418818213
29.951815089761112,-91.60109301174712,2,0,0,0,11.522875795823397
29.93506833404592,-91.3102481814872,5,2,90,-8,7.941743691836643
29.917689094130576,-91.01965291205948,6,1,270,0,8.607715418818213
29.899679376194616,-90.72931625027624,5,1,49,0,8.607715418818213
29.881041255498907,-90.43924719280452,7,3,270,-2,7.545104852168523
29.86177687575703,-90.1494546845779,2,4,300,3,7.261413878822431
29.841888448488003,-89.8599476172342,2,1,180,-13,8.607715418818213
29.82137825235065,-89.57073482757964,3,1,0,-1,8.607715418818213
29.149632408071987,-82.73978730166527,16,5,246,6,7.040188830991998
29.11449937870417,-82.46061504152232,34,3,229,4,7.545104852168523
29.078824835638372,-82.18194323973893,34,4,240,2,7.261413878822431
29.042612563451524,-81.9037787821042,34,5,100,11,7.040188830991998
29.005866389556207,-81.62612846913169,17,0,0,0,11.522875795823397
28.968590183198856,-81.34899901545711,12,4,196,-21,7.261413878822431
28.93078785445371,-81.07239704927036,13,1,90,7,8.607715418818213
30.299488009691988,-104.5162470618602,1491,3,74,3,7.545104852168523
30.311554342397677,-104.22307737115116,1446,1,0,2,8.607715418818213
30.322967424036477,-103.92973499424087,1490,4,150,-4,7.261413878822431
30.33372591447959,-103.6362294707668,1406,2,330,-1,7.941743691836643
30.34382854906211,-103.34257037311497,1800,18,317,-22,5.73642582948546
30.353274138978588,-103.04876730455368,1288,6,63,-18,6.858642093395692
30.362061571655676,-102.75482989735131,1176,4,102,-1,7.261413878822431
30.370189811101262,-102.4607678108784,987,2,247,3,7.941743691836643
30.377657898230204,-102.16659072969571,790,2,113,-1,7.941743691836643
30.38446495116621,-101.87230836162917,743,5,100,6,7.040188830991998
30.39061016551987,-101.57793043583196,645,4,270,11,7.261413878822431
30.396092814642408,-101.283466700836,660,9,14,0,6.451747248958747
30.40091224985531,-100.9889269225925,634,6,243,16,6.858642093395692
30.405067900655386,-100.6943208825036,627,2,30,8,7.941743691836643
30.408559274895342,-100.39965837544572,676,5,293,6,7.040188830991998
30.411385958939675,-100.10494920778572,665,1,0,2,8.607715418818213
30.413547617795672,-99.81020319539084,619,1,311,-4,8.607715418818213
30.4150439952197,-99.51543016163376,620,2,150,-2,7.941743691836643
30.415874913798472,-99.2206399353934,614,2,293,-1,7.941743691836643
30.416040275005336,-98.92584234905296,601,1,311,-4,8.607715418818213
30.41554005923149,-98.63104723649604,478,1,0,1,8.607715418818213
30.414374325792267,-98.33626443110198,366,4,16,-5,7.261413878822431
30.41254321290833,-98.04150376374132,250,7,300,-3,6.70452216925573
30.41004693766171,-97.7467750607728,266,1,90,1,8.607715418818213
30.40688579592704,-97.45208814204273,165,2,247,1,7.941743691836643
30.4030601622777,-97.15745281888768,148,3,0,3,7.545104852168523
